host;ip;port;lastseen;delay;cid;country_code;country_name;city;checks_up;checks_down;anon;http;ssl;socks4;socks5
23.227.60.202;23.227.60.202;80;10547;140;6251999;CA;Canada;;79;51;1;1;0;0;0
188.114.99.126;188.114.99.126;80;10548;100;0;;;;3043;741;1;1;0;0;0
213.143.113.82;213.143.113.82;80;10596;200;2761369;AT;Austria;Vienna;18591;508;4;1;0;0;0
172.67.182.128;172.67.182.128;80;10610;880;6252001;US;United States;;21885;887;1;1;0;0;0
141.101.121.137;141.101.121.137;80;10610;160;6255149;;;;10087;768;1;1;0;0;0
173.245.49.188;173.245.49.188;80;10610;120;2988507;FR;France;Paris;8277;749;1;1;0;0;0
press.telenet.be;8.47.69.6;80;10610;140;2761369;AT;Austria;Vienna;3036;766;1;1;0;0;0
172.67.197.31;172.67.197.31;80;10610;140;0;;;;2483;748;1;1;0;0;0
141.101.114.171;141.101.114.171;80;10610;1540;0;;;;163;139;1;1;0;0;0
23.227.38.90;23.227.38.90;80;10611;140;6251999;CA;Canada;;14057;861;1;1;0;0;0
172.64.146.137;172.64.146.137;80;10611;100;6252001;US;United States;;10901;778;1;1;0;0;0
172.64.85.89;172.64.85.89;80;10611;120;6252001;US;United States;;10338;761;1;1;0;0;0
141.101.123.187;141.101.123.187;80;10611;140;6255149;;;;10085;746;1;1;0;0;0
188.114.96.39;188.114.96.39;80;10611;120;2759794;NL;Netherlands;Amsterdam;9883;823;1;1;0;0;0
172.67.132.253;172.67.132.253;80;10611;120;6252001;US;United States;;9861;834;1;1;0;0;0
172.67.237.129;172.67.237.129;80;10611;160;6252001;US;United States;;9781;825;1;1;0;0;0
141.101.115.137;141.101.115.137;80;10611;160;6255149;;;;9194;817;1;1;0;0;0
172.67.68.93;172.67.68.93;80;10611;140;6252001;US;United States;;4251;735;1;1;0;0;0
108.162.193.70;108.162.193.70;80;10611;140;0;;;;3503;757;1;1;0;0;0
172.67.185.195;172.67.185.195;80;10640;3880;6252001;US;United States;;11588;818;1;1;0;0;0
172.67.70.166;172.67.70.166;80;10640;4600;6252001;US;United States;;8901;743;1;1;0;0;0
172.64.145.59;172.64.145.59;80;10640;4600;5391959;US;United States;San Francisco;4379;768;1;1;0;0;0
172.67.180.40;172.67.180.40;80;10643;160;6252001;US;United States;;15271;844;1;1;0;0;0
172.67.182.18;172.67.182.18;80;10737;4580;6252001;US;United States;;11559;832;1;1;0;0;0
141.101.120.39;141.101.120.39;80;10737;3920;6255149;;;;10092;738;1;1;0;0;0
141.101.121.87;141.101.121.87;80;10737;4600;6255149;;;;10160;733;1;1;0;0;0
172.64.149.29;172.64.149.29;80;10737;4600;6252001;US;United States;;9395;749;1;1;0;0;0
23.227.39.222;23.227.39.222;80;10737;3940;6094817;CA;Canada;Ottawa;9032;747;1;1;0;0;0
172.67.180.68;172.67.180.68;80;10737;3920;0;;;;1631;723;1;1;0;0;0
91.193.58.184;91.193.58.184;80;10737;2440;2635167;GB;United Kingdom;;48;67;1;1;0;0;0
58.216.109.18;58.216.109.18;800;10746;1640;1814991;CN;China;;1421;111;4;1;0;0;0
141.101.120.191;141.101.120.191;80;10748;4580;6255149;;;;10132;779;1;1;0;0;0
172.67.168.35;172.67.168.35;80;10748;4600;6252001;US;United States;;9896;826;1;1;0;0;0
173.245.49.170;173.245.49.170;80;10748;4600;2988507;FR;France;Paris;8255;770;1;1;0;0;0
108.162.193.73;108.162.193.73;80;10748;4600;0;;;;3295;787;1;1;0;0;0
172.67.203.14;172.67.203.14;80;10748;4580;0;;;;1432;759;1;1;0;0;0
188.114.97.155;188.114.97.155;80;10748;4580;0;;;;184;129;1;1;0;0;0
108.162.193.183;108.162.193.183;80;10748;4580;0;;;;155;123;1;1;0;0;0
172.67.255.217;172.67.255.217;80;10749;3700;6252001;US;United States;;16382;894;1;1;0;0;0
66.235.200.156;66.235.200.156;80;10749;3660;6252001;US;United States;;7124;745;1;1;0;0;0
8.213.151.128;8.213.151.128;3128;10749;1940;1880251;SG;Singapore;;29217;6241;1;1;0;0;0
108.162.193.46;108.162.193.46;80;10749;3680;0;;;;93;71;1;1;0;0;0
173.245.58.16;173.245.58.16;80;10749;3580;0;;;;111;62;1;1;0;0;0
172.67.181.11;172.67.181.11;80;10752;160;6252001;US;United States;;22048;876;1;1;0;0;0
172.67.181.167;172.67.181.167;80;10752;160;6252001;US;United States;;21886;879;1;1;0;0;0
172.67.70.28;172.67.70.28;80;10752;140;6252001;US;United States;;16126;799;1;1;0;0;0
172.67.133.23;172.67.133.23;80;10752;140;6252001;US;United States;;15496;856;1;1;0;0;0
23.227.38.42;23.227.38.42;80;10752;160;6251999;CA;Canada;;13947;852;1;1;0;0;0
172.67.192.17;172.67.192.17;80;10752;120;6252001;US;United States;;11583;811;1;1;0;0;0
172.67.215.133;172.67.215.133;80;10752;120;6252001;US;United States;;10562;826;1;1;0;0;0
141.101.121.122;141.101.121.122;80;10752;140;6255149;;;;10122;747;1;1;0;0;0
190.93.247.166;190.93.247.166;80;10752;160;3624060;CR;Costa Rica;;8745;772;1;1;0;0;0
172.67.167.21;172.67.167.21;80;10752;140;6252001;US;United States;;7904;810;1;1;0;0;0
172.67.161.215;172.67.161.215;80;10752;160;6252001;US;United States;;5063;747;1;1;0;0;0
172.64.154.63;172.64.154.63;80;10752;160;0;;;;4016;765;1;1;0;0;0
172.67.239.30;172.67.239.30;80;10752;160;0;;;;180;105;1;1;0;0;0
8.35.211.2;8.35.211.2;80;10752;160;0;;;;164;98;1;1;0;0;0
172.67.68.156;172.67.68.156;80;10752;160;0;;;;147;108;1;1;0;0;0
45.12.31.168;45.12.31.168;80;10753;20;798549;RO;Romania;;13684;950;1;1;0;0;0
154.16.146.47;154.16.146.47;80;10753;600;5419384;US;United States;Denver;2861;2514;4;1;0;0;0
221.231.13.198;221.231.13.198;1080;10759;3300;1814991;CN;China;;28450;8788;4;1;0;0;0
173.245.49.28;173.245.49.28;80;10763;160;2988507;FR;France;Paris;17053;875;1;1;0;0;0
172.67.179.5;172.67.179.5;80;10763;120;6252001;US;United States;;14833;874;1;1;0;0;0
172.67.177.168;172.67.177.168;80;10763;100;6252001;US;United States;;13929;872;1;1;0;0;0
141.101.123.91;141.101.123.91;80;10763;160;6255149;;;;10076;773;1;1;0;0;0
172.67.187.6;172.67.187.6;80;10763;160;6252001;US;United States;;8570;810;1;1;0;0;0
108.162.196.155;108.162.196.155;80;10763;160;6252001;US;United States;;6768;765;1;1;0;0;0
172.64.78.50;172.64.78.50;80;10763;200;0;;;;2269;145;1;1;0;0;0
141.101.114.74;141.101.114.74;80;10763;100;0;;;;170;136;1;1;0;0;0
23.227.60.92;23.227.60.92;80;10763;140;6251999;CA;Canada;;140;90;1;1;0;0;0
172.67.68.208;172.67.68.208;80;10764;120;6252001;US;United States;;14688;837;1;1;0;0;0
172.67.176.222;172.67.176.222;80;10764;160;6252001;US;United States;;13976;892;1;1;0;0;0
172.67.177.207;172.67.177.207;80;10764;140;6252001;US;United States;;14084;856;1;1;0;0;0
173.245.49.81;173.245.49.81;80;10764;120;2988507;FR;France;Paris;13811;904;1;1;0;0;0
141.101.120.32;141.101.120.32;80;10764;160;6255149;;;;10153;741;1;1;0;0;0
172.67.121.67;172.67.121.67;80;10764;140;6252001;US;United States;;9948;754;1;1;0;0;0
172.64.147.134;172.64.147.134;80;10764;120;6252001;US;United States;;9952;772;1;1;0;0;0
172.67.90.216;172.67.90.216;80;10764;140;6252001;US;United States;;9346;745;1;1;0;0;0
173.245.58.55;173.245.58.55;80;10764;160;0;;;;2878;761;1;1;0;0;0
8.35.211.29;8.35.211.29;80;10764;120;0;;;;138;108;1;1;0;0;0
141.101.115.173;141.101.115.173;80;10764;120;0;;;;111;81;1;1;0;0;0
61.158.175.38;61.158.175.38;9002;10787;780;1783934;CN;China;Shangqiu;16494;3656;4;1;0;0;0
172.67.179.209;172.67.179.209;80;10806;4580;6252001;US;United States;;11844;840;1;1;0;0;0
141.101.122.244;141.101.122.244;80;10806;4580;6255149;;;;9190;745;1;1;0;0;0
108.162.192.76;108.162.192.76;80;10806;4580;0;;;;3664;760;1;1;0;0;0
88.198.212.91;88.198.212.91;3128;10807;4460;2921044;DE;Germany;;7469;445;4;0;1;0;0
172.67.180.17;172.67.180.17;80;10810;100;6252001;US;United States;;15234;861;1;1;0;0;0
23.227.39.156;23.227.39.156;80;10810;140;6094817;CA;Canada;Ottawa;8867;754;1;1;0;0;0
static2.shopify.com;185.146.173.20;80;10810;160;2661886;SE;Sweden;;3699;778;1;1;0;0;0
108.162.198.246;108.162.198.246;80;10810;160;0;;;;861;639;1;1;0;0;0
66.235.200.84;66.235.200.84;80;10817;4340;6252001;US;United States;;8421;772;1;1;0;0;0
188.114.96.248;188.114.96.248;80;10821;120;2759794;NL;Netherlands;Amsterdam;11000;831;1;1;0;0;0
141.101.121.112;141.101.121.112;80;10821;140;6255149;;;;10216;723;1;1;0;0;0
172.64.91.75;172.64.91.75;80;10821;140;6252001;US;United States;;9253;754;1;1;0;0;0
173.245.49.246;173.245.49.246;80;10821;140;2988507;FR;France;Paris;8280;760;1;1;0;0;0
141.101.115.184;141.101.115.184;80;10821;120;0;;;;119;97;1;1;0;0;0
172.64.150.29;172.64.150.29;80;10827;4560;6252001;US;United States;;9929;767;1;1;0;0;0
172.67.181.210;172.67.181.210;80;10828;3960;6252001;US;United States;;17740;873;1;1;0;0;0
172.67.182.5;172.67.182.5;80;10832;80;6252001;US;United States;;21971;895;1;1;0;0;0
141.101.123.198;141.101.123.198;80;10832;140;6255149;;;;10063;737;1;1;0;0;0
173.245.49.218;173.245.49.218;80;10832;160;2988507;FR;France;Paris;8354;762;1;1;0;0;0
66.235.200.78;66.235.200.78;80;10832;160;6252001;US;United States;;7348;756;1;1;0;0;0
8.35.211.134;8.35.211.134;80;10832;140;0;;;;47;77;1;1;0;0;0
218.77.183.214;218.77.183.214;5224;10836;1460;1814991;CN;China;;3553;645;1;1;0;0;0
190.93.244.226;190.93.244.226;80;10842;160;5392171;US;United States;San Jose;9146;761;1;1;0;0;0
23.227.39.29;23.227.39.29;80;10842;160;6094817;CA;Canada;Ottawa;7127;747;1;1;0;0;0
172.67.181.10;172.67.181.10;80;10843;160;6252001;US;United States;;21995;869;1;1;0;0;0
23.227.38.132;23.227.38.132;80;10843;140;6251999;CA;Canada;;14017;873;1;1;0;0;0
172.67.171.198;172.67.171.198;80;10843;120;6252001;US;United States;;12310;827;1;1;0;0;0
172.67.172.149;172.67.172.149;80;10843;140;6252001;US;United States;;11857;838;1;1;0;0;0
23.227.39.215;23.227.39.215;80;10843;160;6094817;CA;Canada;Ottawa;9665;755;1;1;0;0;0
172.64.42.3;172.64.42.3;80;10843;140;6252001;US;United States;;5711;772;1;1;0;0;0
172.66.47.76;172.66.47.76;80;10843;140;6252001;US;United States;;5237;747;1;1;0;0;0
206.238.238.155;206.238.238.155;80;10843;40;1880252;SG;Singapore;Singapore;114;122;1;1;0;0;0
173.245.58.111;173.245.58.111;80;10843;140;0;;;;182;153;1;1;0;0;0
141.101.113.109;141.101.113.109;80;10843;120;0;;;;101;69;1;1;0;0;0
8.35.211.211;8.35.211.211;80;10843;140;0;;;;72;58;1;1;0;0;0
141.101.121.74;141.101.121.74;80;10906;120;6255149;;;;10142;753;1;1;0;0;0
110.242.70.68;110.242.70.68;443;10916;1320;1814991;CN;China;;1266;132;4;0;1;0;0
23.227.38.223;23.227.38.223;80;10927;1280;6251999;CA;Canada;;14048;857;1;1;0;0;0
172.67.70.247;172.67.70.247;80;10927;1280;6252001;US;United States;;8943;758;1;1;0;0;0
172.67.192.19;172.67.192.19;80;10928;120;6252001;US;United States;;11602;827;1;1;0;0;0
66.235.200.132;66.235.200.132;80;10928;120;6252001;US;United States;;10059;779;1;1;0;0;0
172.67.70.227;172.67.70.227;80;10928;100;6252001;US;United States;;8890;743;1;1;0;0;0
172.67.150.110;172.67.150.110;80;10928;120;6252001;US;United States;;7825;806;1;1;0;0;0
172.67.68.250;172.67.68.250;80;10928;120;6252001;US;United States;;5986;747;1;1;0;0;0
141.101.114.164;141.101.114.164;80;10928;140;0;;;;165;112;1;1;0;0;0
141.101.113.30;141.101.113.30;80;10928;120;0;;;;114;79;1;1;0;0;0
221.153.92.39;221.153.92.39;80;10935;4960;10914977;KR;Korea;Yongin-si;6327;5892;4;1;0;0;0
172.66.40.80;172.66.40.80;80;10938;4680;6252001;US;United States;;10355;762;1;1;0;0;0
173.245.59.70;173.245.59.70;80;10938;4580;0;;;;3472;750;1;1;0;0;0
172.67.130.202;172.67.130.202;80;10938;4600;0;;;;182;122;1;1;0;0;0
108.162.193.206;108.162.193.206;80;10938;4600;0;;;;120;90;1;1;0;0;0
45.12.30.230;45.12.30.230;80;10939;20;798549;RO;Romania;;13650;963;1;1;0;0;0
141.101.114.212;141.101.114.212;80;10941;200;0;;;;176;129;1;1;0;0;0
172.67.75.17;172.67.75.17;80;10953;160;6252001;US;United States;;11929;766;1;1;0;0;0
172.67.191.254;172.67.191.254;80;10953;120;6252001;US;United States;;11580;818;1;1;0;0;0
173.245.49.185;173.245.49.185;80;10953;60;2988507;FR;France;Paris;8258;772;1;1;0;0;0
172.64.33.60;172.64.33.60;80;10953;60;0;;;;3467;761;1;1;0;0;0
45.59.186.60;45.59.186.60;80;10973;700;5368361;US;United States;Los Angeles;326;60;4;1;0;0;0
23.227.38.91;23.227.38.91;80;10982;2200;6251999;CA;Canada;;13949;872;1;1;0;0;0
172.67.137.237;172.67.137.237;80;10982;2200;6252001;US;United States;;11270;866;1;1;0;0;0
32.223.6.94;32.223.6.94;80;10982;540;4832353;US;United States;Danbury;16392;263;4;1;0;0;0
172.67.181.41;172.67.181.41;80;10984;160;6252001;US;United States;;21858;888;1;1;0;0;0
172.67.255.2;172.67.255.2;80;10984;120;6252001;US;United States;;16401;906;1;1;0;0;0
172.67.253.69;172.67.253.69;80;10984;120;6252001;US;United States;;16795;896;1;1;0;0;0
172.67.70.163;172.67.70.163;80;10984;100;6252001;US;United States;;16257;790;1;1;0;0;0
172.67.180.5;172.67.180.5;80;10984;140;6252001;US;United States;;15156;874;1;1;0;0;0
172.67.167.42;172.67.167.42;80;10984;160;6252001;US;United States;;14072;848;1;1;0;0;0
173.245.49.65;173.245.49.65;80;10984;100;2988507;FR;France;Paris;13911;888;1;1;0;0;0
103.21.244.58;103.21.244.58;80;10984;20;4744870;US;United States;Ashburn;10688;808;1;1;0;0;0
172.67.94.15;172.67.94.15;80;10984;160;6252001;US;United States;;10775;766;1;1;0;0;0
172.64.158.141;172.64.158.141;80;10984;100;6252001;US;United States;;10729;777;1;1;0;0;0
172.67.254.254;172.67.254.254;80;10984;120;6252001;US;United States;;9994;812;1;1;0;0;0
141.101.120.82;141.101.120.82;80;10984;100;6255149;;;;10109;748;1;1;0;0;0
141.101.121.79;141.101.121.79;80;10984;160;6255149;;;;10240;716;1;1;0;0;0
141.101.122.2;141.101.122.2;80;10984;120;6255149;;;;10131;741;1;1;0;0;0
141.101.122.167;141.101.122.167;80;10984;140;6255149;;;;10044;763;1;1;0;0;0
141.101.122.42;141.101.122.42;80;10984;140;6255149;;;;10068;737;1;1;0;0;0
141.101.123.65;141.101.123.65;80;10984;120;6255149;;;;10144;706;1;1;0;0;0
63.141.128.12;63.141.128.12;80;10984;20;6252001;US;United States;;9422;830;1;1;0;0;0
172.67.81.211;172.67.81.211;80;10984;120;6252001;US;United States;;8365;761;1;1;0;0;0
172.67.167.88;172.67.167.88;80;10984;120;6252001;US;United States;;7858;818;1;1;0;0;0
172.67.215.253;172.67.215.253;80;10984;140;6252001;US;United States;;5150;770;1;1;0;0;0
172.67.74.57;172.67.74.57;80;10984;120;6252001;US;United States;;4932;720;1;1;0;0;0
www.discountpark.fr;8.47.69.6;80;10984;120;2759794;NL;Netherlands;Amsterdam;4196;748;1;1;0;0;0
agent.cakap.com;188.114.96.1;80;10984;120;0;;;;3378;789;1;1;0;0;0
cpcalendars.ganecadigital.com;188.114.96.1;80;10984;140;0;;;;3118;761;1;1;0;0;0
188.114.99.150;188.114.99.150;80;10984;100;0;;;;2972;776;1;1;0;0;0
173.245.49.127;173.245.49.127;80;10984;160;0;;;;2500;759;1;1;0;0;0
172.67.73.123;172.67.73.123;80;10984;120;0;;;;1835;714;1;1;0;0;0
108.162.198.50;108.162.198.50;80;10984;140;0;;;;200;113;1;1;0;0;0
108.162.193.237;108.162.193.237;80;10984;140;0;;;;147;106;1;1;0;0;0
34.120.39.81;34.120.39.81;80;10984;200;4393217;US;United States;Kansas City;238;70;3;1;0;0;0
172.67.149.167;172.67.149.167;80;10984;100;0;;;;133;93;1;1;0;0;0
141.101.113.169;141.101.113.169;80;10984;100;0;;;;101;80;1;1;0;0;0
141.101.113.207;141.101.113.207;80;10984;60;0;;;;86;61;1;1;0;0;0
172.67.74.161;172.67.74.161;80;11012;3140;6252001;US;United States;;13426;788;1;1;0;0;0
173.245.49.21;173.245.49.21;80;11015;80;2988507;FR;France;Paris;16991;865;1;1;0;0;0
172.67.70.87;172.67.70.87;80;11023;4580;6252001;US;United States;;16136;787;1;1;0;0;0
172.67.70.100;172.67.70.100;80;11023;4600;6252001;US;United States;;16145;821;1;1;0;0;0
172.67.167.31;172.67.167.31;80;11023;4600;6252001;US;United States;;14154;859;1;1;0;0;0
23.227.38.102;23.227.38.102;80;11023;4580;6251999;CA;Canada;;13931;862;1;1;0;0;0
172.67.191.44;172.67.191.44;80;11023;4600;6252001;US;United States;;10819;821;1;1;0;0;0
141.101.121.83;141.101.121.83;80;11023;4580;6255149;;;;10121;755;1;1;0;0;0
141.101.122.118;141.101.122.118;80;11023;4580;6255149;;;;10050;762;1;1;0;0;0
141.101.122.106;141.101.122.106;80;11023;4580;6255149;;;;10173;752;1;1;0;0;0
141.101.123.8;141.101.123.8;80;11023;4580;6255149;;;;10136;731;1;1;0;0;0
141.101.123.108;141.101.123.108;80;11023;4580;6255149;;;;10149;746;1;1;0;0;0
23.227.39.110;23.227.39.110;80;11023;4580;6251999;CA;Canada;;10101;756;1;1;0;0;0
172.64.84.220;172.64.84.220;80;11023;4580;6252001;US;United States;;8691;762;1;1;0;0;0
172.67.158.9;172.67.158.9;80;11023;4580;0;;;;2326;766;1;1;0;0;0
141.101.114.248;141.101.114.248;80;11023;4580;0;;;;207;113;1;1;0;0;0
108.162.193.208;108.162.193.208;80;11023;4580;0;;;;151;96;1;1;0;0;0
172.64.154.142;172.64.154.142;80;11025;2300;0;;;;4287;751;1;1;0;0;0
172.67.191.134;172.67.191.134;80;11038;120;6252001;US;United States;;8917;812;1;1;0;0;0
141.101.123.172;141.101.123.172;80;11055;4640;6255149;;;;10137;760;1;1;0;0;0
141.101.123.15;141.101.123.15;80;11056;3920;0;;;;7543;733;1;1;0;0;0
47.243.92.199;47.243.92.199;3128;11068;1660;1819729;HK;Hong Kong;Hong Kong;27885;17388;1;1;0;0;0
173.245.49.163;173.245.49.163;80;11070;100;2988507;FR;France;Paris;8227;783;1;1;0;0;0
141.101.122.145;141.101.122.145;80;11070;160;6255149;;;;8061;762;1;1;0;0;0
188.114.98.31;188.114.98.31;80;11071;140;2759794;NL;Netherlands;Amsterdam;10280;796;1;1;0;0;0
172.67.231.3;172.67.231.3;80;11071;120;6252001;US;United States;;10347;822;1;1;0;0;0
141.101.120.243;141.101.120.243;80;11071;120;6255149;;;;10109;761;1;1;0;0;0
190.93.244.178;190.93.244.178;80;11071;100;5392171;US;United States;San Jose;9083;763;1;1;0;0;0
172.67.229.18;172.67.229.18;80;11071;120;6252001;US;United States;;6160;736;1;1;0;0;0
172.67.71.154;172.67.71.154;80;11071;140;0;;;;116;82;1;1;0;0;0
172.67.182.8;172.67.182.8;80;11092;120;6252001;US;United States;;21900;925;1;1;0;0;0
172.67.128.116;172.67.128.116;80;11092;140;6252001;US;United States;;21677;882;1;1;0;0;0
23.227.38.181;23.227.38.181;80;11092;100;6251999;CA;Canada;;14018;885;1;1;0;0;0
172.67.191.224;172.67.191.224;80;11092;120;6252001;US;United States;;11562;850;1;1;0;0;0
172.67.254.158;172.67.254.158;80;11092;120;6252001;US;United States;;11187;852;1;1;0;0;0
172.67.89.138;172.67.89.138;80;11092;120;6252001;US;United States;;11331;763;1;1;0;0;0
141.101.122.24;141.101.122.24;80;11092;200;6255149;;;;10042;744;1;1;0;0;0
23.227.39.30;23.227.39.30;80;11092;220;6094817;CA;Canada;Ottawa;9465;756;1;1;0;0;0
172.67.183.27;172.67.183.27;80;11092;120;6252001;US;United States;;9208;818;1;1;0;0;0
45.131.5.82;45.131.5.82;80;11092;20;2750405;NL;Netherlands;;8657;849;1;1;0;0;0
172.67.70.203;172.67.70.203;80;11092;160;6252001;US;United States;;8882;752;1;1;0;0;0
23.227.39.128;23.227.39.128;80;11092;100;6094817;CA;Canada;Ottawa;8132;759;1;1;0;0;0
172.67.167.18;172.67.167.18;80;11092;120;6252001;US;United States;;7849;799;1;1;0;0;0
108.162.198.18;108.162.198.18;80;11092;120;6252001;US;United States;;7119;678;1;1;0;0;0
172.64.32.135;172.64.32.135;80;11092;120;6252001;US;United States;;5162;780;1;1;0;0;0
108.162.193.108;108.162.193.108;80;11092;160;0;;;;3333;758;1;1;0;0;0
185.146.173.98;185.146.173.98;80;11092;160;2661886;SE;Sweden;;144;122;1;1;0;0;0
58.216.109.14;58.216.109.14;800;11106;2040;1814991;CN;China;;3018;97;4;1;0;0;0
183.215.23.242;183.215.23.242;9091;11119;2020;1815577;CN;China;Changsha;41488;4914;4;1;0;0;0
125.228.94.153;125.228.94.153;4145;11120;1680;1668341;TW;Taiwan;Taipei;2066;114;4;0;0;1;0
172.67.181.98;172.67.181.98;80;11123;160;6252001;US;United States;;21719;883;1;1;0;0;0
172.67.180.53;172.67.180.53;80;11123;200;6252001;US;United States;;15219;869;1;1;0;0;0
23.227.38.234;23.227.38.234;80;11123;140;6251999;CA;Canada;;13833;884;1;1;0;0;0
172.67.170.8;172.67.170.8;80;11123;140;6252001;US;United States;;12094;841;1;1;0;0;0
141.101.121.61;141.101.121.61;80;11123;140;6255149;;;;10089;763;1;1;0;0;0
141.101.122.92;141.101.122.92;80;11123;140;6255149;;;;10145;719;1;1;0;0;0
141.101.122.1;141.101.122.1;80;11123;200;6255149;;;;10171;758;1;1;0;0;0
141.101.123.197;141.101.123.197;80;11123;120;6255149;;;;10293;740;1;1;0;0;0
23.227.39.168;23.227.39.168;80;11123;160;6094817;CA;Canada;Ottawa;9527;765;1;1;0;0;0
66.235.200.92;66.235.200.92;80;11123;140;6252001;US;United States;;8394;762;1;1;0;0;0
23.227.39.84;23.227.39.84;80;11123;120;6094817;CA;Canada;Ottawa;7221;721;1;1;0;0;0
172.67.229.22;172.67.229.22;80;11123;140;6252001;US;United States;;6400;753;1;1;0;0;0
172.67.132.115;172.67.132.115;80;11123;140;0;;;;3467;760;1;1;0;0;0
172.66.43.70;172.66.43.70;80;11123;140;0;;;;185;116;1;1;0;0;0
141.101.115.89;141.101.115.89;80;11123;160;0;;;;164;119;1;1;0;0;0
8.35.211.64;8.35.211.64;80;11123;100;0;;;;164;103;1;1;0;0;0
34.44.49.215;34.44.49.215;80;11154;600;4852832;US;United States;Council Bluffs;357;57;4;1;0;0;0
172.67.75.176;172.67.75.176;80;11155;120;6252001;US;United States;;11794;809;1;1;0;0;0
172.64.151.6;172.64.151.6;80;11155;120;6252001;US;United States;;10121;764;1;1;0;0;0
141.101.122.18;141.101.122.18;80;11155;120;6255149;;;;10033;767;1;1;0;0;0
172.67.110.131;172.67.110.131;80;11155;120;6252001;US;United States;;8950;731;1;1;0;0;0
23.227.39.142;23.227.39.142;80;11155;120;6094817;CA;Canada;Ottawa;8152;767;1;1;0;0;0
172.67.75.29;172.67.75.29;80;11155;120;6252001;US;United States;;7913;743;1;1;0;0;0
172.67.157.17;172.67.157.17;80;11155;140;6252001;US;United States;;6690;761;1;1;0;0;0
212.175.88.208;212.175.88.208;8080;11172;1360;745044;TR;Turkey;Istanbul;27;500;1;1;0;0;0
172.64.158.2;172.64.158.2;80;11176;160;6252001;US;United States;;11238;791;1;1;0;0;0
188.114.96.35;188.114.96.35;80;11176;220;2759794;NL;Netherlands;Amsterdam;10032;801;1;1;0;0;0
172.67.181.181;172.67.181.181;80;11177;160;6252001;US;United States;;21831;900;1;1;0;0;0
172.67.117.231;172.67.117.231;80;11177;200;6252001;US;United States;;11179;780;1;1;0;0;0
172.67.142.0;172.67.142.0;80;11177;200;6252001;US;United States;;10116;803;1;1;0;0;0
23.227.39.217;23.227.39.217;80;11177;200;6251999;CA;Canada;;9987;755;1;1;0;0;0
172.64.159.244;172.64.159.244;80;11177;140;6252001;US;United States;;8826;745;1;1;0;0;0
172.67.159.0;172.67.159.0;80;11177;220;6252001;US;United States;;7712;794;1;1;0;0;0
172.67.229.37;172.67.229.37;80;11177;160;6252001;US;United States;;6411;765;1;1;0;0;0
8.35.211.195;8.35.211.195;80;11177;220;0;;;;101;59;1;1;0;0;0
